what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390568358473
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390568361687
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390568361692
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390568361703
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1390568370697
activated,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.CommonXmlEditor",1390568372905
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390568374336
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390568379957
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390568379961
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390568379977
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390568381159
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390568548474
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390568560711
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390569249789
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390569256405
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390569442336
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390569490056
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390570885807
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390570889342
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390570890802
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1390570892413
error,log,,,"activity_main.xml: com.android.layoutlib.bridge.MockView cannot be cast to android.view.ViewGroup",1390570897316
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1390570911934
error,log,,,"activity_main.xml: com.android.layoutlib.bridge.MockView cannot be cast to android.view.ViewGroup",1390570912949
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390570915240
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390570927948
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.print",1390570929254
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1390570931421
opened,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1390570931920
activated,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1390570931985
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1390570932002
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1390570933055
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1390570933098
activated,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1390570933683
activated,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.CommonXmlEditor",1390570936930
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1390570940165
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1390570941557
activated,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1390570942272
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1390570944007
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1390570946192
activated,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.CommonXmlEditor",1390570947133
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1390570948035
activated,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.CommonXmlEditor",1390570948288
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1390570964335
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390570990373
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390571002621
activated,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1390571005102
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1390571015293
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1390571015472
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390571020527
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390571021070
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1390571021664
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1390571026064
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1390571029121
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1390571030558
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1390571030700
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1390571032570
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1390571039025
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1390571052690
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390571053413
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390571175507
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1390571180811
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1390571181160
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1390571181394
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1390571181539
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1390571182713
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1390571182862
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1390571182956
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1390571183046
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1390571186242
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1390571188808
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1390571191150
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1390571201187
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390571206448
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1390571206957
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390571535210
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1390571535710
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1390571536214
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1390571536239
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1390571536275
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1390571536299
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1390571536356
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1390571536373
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1390571536401
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1390571536440
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1390571536462
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1390571536499
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1390571536540
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1390571536571
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1390571537319
activated,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.CommonXmlEditor",1390571541703
closed,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1390571541716
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1390571544909
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390571546195
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390571547848
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390571555419
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390571558492
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390571562965
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390571565891
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390571570440
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390571571753
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390571571975
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390571576499
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390571576976
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390571577147
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390571590676
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1390571593306
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1390571593815
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1390571611614
opened,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.CommonXmlEditor",1390571613516
activated,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.CommonXmlEditor",1390571613540
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390571613617
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390571617954
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390571618484
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390571619273
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390571624497
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390571626499
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390571626900
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390571631117
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390571638946
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1390571639446
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1390571640299
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390571649784
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1390571695785
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1390571698759
opened,editor,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1390571699620
